label,sentence
-1,hour wait
1,fan song
-1,time phone minute twitter call
-1,review http age play game
1,summer day school sleep wake joke
-1,sell sale
1,speak night morning
-1,damn buy gonna
1,vista window
-1,excite haha
-1,follower pay day vip add train
1,week training
-1,stuff break
1,ppl life talk guess hell
-1,day hmmm
-1,tonight meet bar head
-1,hour wait spend
-1,hear hope
1,meet day suck
-1,bottle water run month
1,watch miss movie
1,hate hour exam revision
1,baby girl weekend leave tour nyc
1,hate guess
-1,party house food
1,day town drive exam haha dinner
-1,game sleep
-1,stage guy week follow twitter
-1,day son job interview game play gonna
-1,day hang
1,computer leave tweet break exam
-1,follower pay day vip add train
1,sun cream burn
-1,win congrat
-1,lol hope sleep
1,week day spend
1,day rip
-1,walk mile
1,party host
-1,gonna store
-1,week leave
1,house waffle eat breakfast
1,bottle water airport leave friend run http train ride
-1,watch feel yeah love
1,suppose leave love suck goodbye drive mile
1,hit morning body wake
-1,day start head shake
-1,ppl time lol release understand
-1,night trip
-1,voice love band
1,tonight miss
1,save night plan drive btw
1,hit feel sit pain
-1,book time people radio season
-1,day hannah fun movie
1,life stay night class finish
1,hey job lose
1,online check
-1,party night wear photo post
-1,email guy send bunch
-1,http hope yeah germany
-1,youtube http video
-1,sister movie love book
-1,hubby day email reply check afternoon
1,change guess die
-1,mileycyrus http love pool swim fun weather picture
1,life kid feeling heart break
-1,talk tweet people
1,suck buy dad
-1,answer question
1,battery die tweet
1,shower miss gonna love smell
1,realize buy bed sheet
1,talk car night gonna window visit
1,hate hour miss
-1,hahaha hate yeah
1,watch money change people
1,meet saturday wait
-1,watch stuff wanna movie dinner
1,mate lol goin follow
1,tweet night haha
-1,god bless lol
1,follow people search
1,hack account day list couple mention
1,airport fly
1,rest feel change
-1,card play friend
1,book night bed school finish
-1,http haha comment
-1,follower pay day vip add train
-1,day coffee start time read check
-1,tonight shower house time home church school tomorrow dinner pop
-1,song haha love
1,miss drive graduation
-1,thursday gonna miley song haha play hahah
-1,hour bed visit sleep
-1,chicago love idk
-1,cook chicken lol tomorrow
1,box watch breakfast eat miss nite
-1,pay job god pray bless
1,week day son watch miss evening spend
1,bed lol
-1,miss fun lol
1,god omg
-1,party life hour wait haha
-1,ppl fun twitter plz answer yesterday app
1,suppose day phone account money doesnt
-1,hair color
-1,care home
-1,beach home garden drop yeah break
-1,sound night lol
-1,http minute bed
1,yay home tour remember
1,time feel fall morning
-1,read lol haha comment picture
-1,fan haha stop call
-1,win fun
-1,hour flight call
1,fix guy break world food cry heart
1,wine love leave bit lot shame
1,tonight feel head bed ache
-1,hit week
1,shift day lay bed
-1,tonight run
-1,listen music
1,twitter search
1,read stuff feel guy jonasbrothers
-1,shower watch
-1,twitter people friend trip
-1,summer live house
1,run bed
1,watch film voice
1,summer day play yea join
-1,week watch head gotta bed movie tomorrow
-1,stay haha joke sense humor
1,yay wait
-1,add friend haha
1,watch night
-1,day son teacher school
-1,card memory
-1,day coffee cup tweet morning
-1,live time country tho hmm zone
-1,day husband rock
1,swear lol write
1,album music
1,eye headache
-1,watch interview fun twitter davidarchie haha
1,aww haha toy story
1,follow account delete
1,rest week miss home spend hubby
1,lil bro
-1,wait job concert august
1,tea drinking cup
1,girl day mom love mother outta evening nyc
1,rain sound fall night love
-1,time album school wake tomorrow mitchelmusso
-1,care follow love
-1,god lose
1,happen read wow update
-1,reason wake morning breakfast eat school
1,screen iphone
-1,hour text watch stay mom gonna taylor cable
1,wait hope friend trip
1,shit fuck
1,bitch lol bro wait home cell phone visit
-1,day run
-1,luv day tweet love xoxo people
-1,life listen home lot pack
-1,yay pick
1,til wait leave mom dad
1,tonight gonna remember
-1,catch home happen orlando laker
-1,hey day gotta lol love
-1,goin lol plan text info
-1,weekend monday game fun home bed tire nba
-1,shit talk start twitter
-1,listen love month
1,girl yeah
-1,tea morning
-1,save day world question
-1,party celebrate twitter site
-1,sun sit drink beer
-1,hear hope sunshine
1,shit watch lol rain
1,dream fall love joy teacher
-1,walk house mile haha stuff music store grocery
1,http finish
1,time wait twitter lol tweeter tha
1,day weather morning
1,home exam
1,girl boy twitter haha tho
-1,follower pay day vip add train
-1,twitter write
1,talk day stop btw
-1,girl wit hang
-1,twit lol pick
-1,life yeah love
1,tonight lol update
1,worry exam yeah lot
-1,camera http travel bit
-1,word hey time tomfelton http spread vote votetom bit
1,hour start
-1,track day run gonna
1,hope love
1,word lol phone die sign person shirt
-1,cover buy
1,roller coaster
-1,leave god
-1,follow hope drop line
1,miss home church tho
1,hope dad
1,history exam tomorrow pay revision damn revise media
-1,tonight conan time jay
1,lol gonna
1,airport drop listen dad finish
-1,tummy feel ddlovato food home
1,sun watch window home play office son park
1,heart attack
-1,upload video morning
1,hit fall love planet mark
1,time run morning
-1,demus hey love email miss send life update
-1,til wait hehe yeah sim
1,page check finish class
1,cook day fail sleep hotel alarm fire morning
-1,time math relax tire bath tomorrow
-1,rest hour day miss internet boy check couple
-1,baby morning
-1,girl watch stop haha
1,happen phone
-1,follower pay day vip add train
1,day fun bore
-1,tweet sleep kill
-1,lol update lady
1,book http draw
-1,fan wanna forget
1,girl day guy school gonna tomorrow
-1,girl life shopping kid
1,mileycyrus friend tonight idk
1,life cry bed play sleep shower
1,phone app
-1,bitch love peace watch movie tomorrow
-1,watch wait lol sleep
1,pic night dream die
1,job home
1,idea write
1,track day week start hope exhaust
1,bank holiday
1,fan time run money idk
-1,listen read song lyric
-1,game http video song record
-1,http reply travel
-1,pic love catch thx book listen air
1,friday day
1,kid win class
1,tonight catch day head home music flight city goodbye
-1,singer love world
-1,fun month
-1,time tweet fun
-1,hear phone lol haha text xxx
1,week run weight gain
-1,weekend week holiday
1,time change wont message
1,word talk twitter guess
-1,soo lol music
1,eye day miss talk friend roll
-1,time interview sign hmm zone
1,finger play love pain music
1,time tooth app wisdom
1,happen suck leave twitter understand
-1,summer day concert demus gunna rock
1,follower follow
1,hate listen
-1,hubby lol hehehe wanna fuck friend
1,week drink
-1,tonight wine
1,leave tweet laugh reply
1,hear hour
1,page link
-1,sunday lol meet
1,mail send
1,time month business movie video store rent
-1,party weekend night blog phone
1,summer day school haha break
1,mind people love omg guy trust
-1,time kid lunch
-1,week blog
1,flight feel france air
-1,account twitter morning
-1,day enjoy http mypict
-1,guy gonna remember goodnight
-1,follower follow guy hope friday fun yesterday
1,hand lol foot
-1,sister fun kill goodnight
-1,stop omg die lol haha kiss
1,coffee time fall nap office
-1,omg night love
1,cross finger buy drive
1,hug feel hope
-1,wife wait blog finish job
1,wtf love boyfriend stand life leg
-1,friend love
-1,family lol
-1,moment lol mom dad sing
-1,talk hour phone forget call friend
1,day youtube guess view project
1,read blog
1,time feel
-1,review read love twitter bunch
-1,beach weekend week day monday
-1,meet dream love hang ashleytisdale
1,waste time watch bed
1,monday day plan vacation
-1,trouble time weekend call cross
-1,gotta haha
1,shoot lol love follower talk follow friday idk yall
1,family lose job
-1,follow remember
-1,follow guy lol
-1,baby girl miss lot love trip sweetie
-1,life love evening
-1,hahaha hope stick
-1,sale http price
1,reason night stay tire
1,wedding miss
-1,phone fall
1,baby hate word
1,cream ice start buy drink beer
-1,kid guy lol
1,awww night floor fall wake
-1,meet book love movie
-1,chocolate buy milk clothes tomorrow wait drink
-1,relax fun sing
1,gotta play
1,day feel
1,cover day time woman hand tho
-1,release wait watch dvd season
-1,http lol
-1,universe twitter vote couple
-1,hour eat ride plane
1,bike ride weather friend
-1,city fun hey forget rock
1,follower day guy love
1,buy night ticket
-1,errand run girl shopping watch bed dvd
-1,time world
-1,start leave tweet bed birthday bday
1,fail exam tomorrow feeling
1,life wow bed stick
1,sort day car drive
-1,summer wait lol london hell
1,life lot learn lesson
-1,care god night sleep morning friday world feeling
-1,talk dream blog song lol sleep tomorrow laugh
-1,sound tho
-1,yup lol kid fun season
-1,care week time watch wait finish
-1,twit lol john rock
-1,lot video comment
-1,idea tweet
-1,song music love
1,lil girl kid cuz read
-1,listen album
-1,pain hope forget movie
1,cross finger
1,watch twilight gonna cos
1,day bit gonna video
-1,download song love message honey
-1,sun bbq day garden shine round beer
1,sunday afternoon
1,day time miss
1,site link
-1,pass lol music birthday
-1,girl follow tweet love cookie person
-1,sunday sit church
-1,til time home haha catch cool party aww plane
-1,start friend
-1,month movie
1,summer life friend mine
1,people call
1,day computer tweet twitter
1,dont suck game
-1,youu love music
-1,blip day http deal bear play
-1,day start job minute play sleep sim love tomorrow
1,hey day
1,singer love feel yeah
-1,expect love
1,hey week
1,shit hit suck lol
1,hate suck guess gotta person
1,time win ticket friend david haha
1,house lol sleep hell
1,sun day time cook food
-1,leave school exam tomorrow
-1,summer stuff lol
-1,girl hit watch gossip series episode shower
1,day crap
-1,channel youtube start world
-1,sell ticket dont call
-1,mtv award gonna movie hang
1,ticket price
1,sun lol laker heart check xxx
1,night gonna wake tomorrow beat
-1,text bed call watch wanna bit
-1,hair party week grad antonio san
-1,tweet guy love jonasbrothers rock
-1,feel join
-1,day time company guess
1,youtube http bit enjoy sleep throat
1,sunday watch didnt win idol
-1,live watch song guy love vid wanna
1,wanna movie win yeah
1,feel love mix
-1,friday saturday start night
1,shop car gonna
-1,meet fan reply
-1,kid head pack
-1,homework gonna wait tweet mention
-1,hour hand
1,puppy dog http home bit leg break
-1,live day
-1,sunday http bit hit article
-1,day mother child
1,jonasbrothers guy gonna
1,party meet love idk tire
1,yesterday http love bet
1,wanna guy gotta school sleep
1,share people vote
1,bring house yeah live
1,stay home bed win
1,catch day home lol walk door
-1,ass feel evening
-1,car lot
-1,lol luck
-1,walk hour night hope
1,tummy hurt http add
-1,tonight time
1,tonight house fun lol aww
1,night sleep morning
1,concert ticket david
1,hair day gonna god college stick
-1,chri lol life feeling fun tire
1,wius play watch
-1,contact day reply
-1,lol hope lot bag
1,watch world cry break prison
1,hope bit
-1,tonight friday wait brother lil
1,walk enjoy mile shoe people
-1,life http movie
1,fan reply love bless voice
-1,hate lol rock
1,mileycyrus miley ticket cyrus buy
-1,stay feel hope
-1,day parent trip love
1,meet dream guy night love fall wake
1,mileycyrus life people tweet lot
-1,weekend pick world tour
1,hair day jump pool floor mother
1,summer meet hang town
1,history exam tomorrow revision date learn
-1,party hear day host enjoy moment
-1,hehe hope reply message send
1,understand feel tweet
-1,sister time sit relax minute
1,leave wednesday boo
-1,cookie eat
-1,blip http song love guy night
